name,label,concept
S2704_C02_007E,Estimate!!Public Coverage!!COVERAGE ALONE OR IN COMBINATION!!Medicaid/means-tested public coverage alone or in combination!!Under 19,PUBLIC HEALTH INSURANCE COVERAGE BY TYPE AND SELECTED CHARACTERISTICS
S0503_C01_018E,Estimate!!Total!!Foreign-born population!!SEX AND AGE!!65 to 74 years,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  EUROPE
S2603_C06_075E,"Estimate!!College/university housing!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Entered before 2000",CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (5 TYPES)
S0702_C01_005E,Estimate!!Total!!Population 1 year and over!!Movers between regions by region of residence 1 year ago!!Northeast,MOVERS BETWEEN REGIONS
S2401_C04_010E,"Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:",OCCUPATION BY SEX FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
S1811_C01_035E,Estimate!!Total Civilian Noninstitutionalized Population!!COMMUTING TO WORK!!Workers Age 16 and Over!!Public transportation (excluding taxicab),SELECTED ECONOMIC CHARACTERISTICS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION BY DISABILITY STATUS
S2702_C01_061E,Estimate!!Total!!Civilian noninstitutionalized workers 16 years and over!!CLASS OF WORKER!!State government workers,SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES
S2602_C03_084E,Estimate!!Adult correctional facilities!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (3 TYPES)
S2701_C05_058E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!Below 138 percent of the poverty threshold,SELECTED CHARACTERISTICS OF HEALTH INSURANCE COVERAGE IN THE UNITED STATES
S2201_C05_014E,Estimate!!Households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Nonfamily households,FOOD STAMPS/SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM (SNAP)
S0103PR_C01_050E,Estimate!!Total!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in Puerto Rico or the United States!!In Puerto Rico!!Same municipio,POPULATION 65 YEARS AND OVER IN PUERTO RICO
S1501_C03_064E,Estimate!!Male!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree,EDUCATIONAL ATTAINMENT
S2603_C06_074E,"Estimate!!College/university housing!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Entered 2000 to 2009",CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (5 TYPES)
S0702_C01_006E,Estimate!!Total!!Population 1 year and over!!Movers between regions by region of residence 1 year ago!!Midwest,MOVERS BETWEEN REGIONS
S2401_C04_011E,"Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Community and social service occupations",OCCUPATION BY SEX FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
S2702_C01_062E,Estimate!!Total!!Civilian noninstitutionalized workers 16 years and over!!CLASS OF WORKER!!Federal government workers,SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES
S1811_C01_036E,Estimate!!Total Civilian Noninstitutionalized Population!!COMMUTING TO WORK!!Workers Age 16 and Over!!Walked,SELECTED ECONOMIC CHARACTERISTICS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION BY DISABILITY STATUS
S1001_C03_020E,Estimate!!Grandchildren with no parent present!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!POVERTY STATUS IN THE PAST 12 MONTHS!!Income in the past 12 months below poverty level,GRANDCHILDREN CHARACTERISTICS
S0506_C02_120E,Estimate!!Foreign born; Born in Latin America!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family!!With related children of the householder under 5 years only,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  LATIN AMERICA
S2701_C05_059E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!138 to 399 percent of the poverty threshold,SELECTED CHARACTERISTICS OF HEALTH INSURANCE COVERAGE IN THE UNITED STATES
S2201_C05_013E,"Estimate!!Households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:!!Female householder, no spouse present",FOOD STAMPS/SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM (SNAP)
S0103PR_C01_051E,Estimate!!Total!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in Puerto Rico or the United States!!In Puerto Rico!!Different municipio,POPULATION 65 YEARS AND OVER IN PUERTO RICO
S2602_C03_085E,Estimate!!Adult correctional facilities!!OCCUPATION!!Civilian employed population 16 years and over,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (3 TYPES)
S2401_C04_012E,"Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Legal occupations",OCCUPATION BY SEX FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
S2603_C06_073E,"Estimate!!College/university housing!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Entered 2010 or later",CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (5 TYPES)
S2419_C04_008E,"Estimate!!Women's earnings as a percentage of men's earning!!Full-time, year-round civilian employed population 16 years and over with earnings!!Federal government workers","CLASS OF WORKER BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER"
S1001_C03_021E,Estimate!!Grandchildren with no parent present!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!POVERTY STATUS IN THE PAST 12 MONTHS!!Income in the past 12 months at or above poverty level,GRANDCHILDREN CHARACTERISTICS
S2701_C05_056E,"Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!HOUSEHOLD INCOME (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Total household population!!$100,000 and over",SELECTED CHARACTERISTICS OF HEALTH INSURANCE COVERAGE IN THE UNITED STATES
S1811_C01_037E,"Estimate!!Total Civilian Noninstitutionalized Population!!COMMUTING TO WORK!!Workers Age 16 and Over!!Taxicab, motorcycle, bicycle, or other means",SELECTED ECONOMIC CHARACTERISTICS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION BY DISABILITY STATUS
S2201_C05_012E,"Estimate!!Households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:!!Male householder, no spouse present",FOOD STAMPS/SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM (SNAP)
S0702_C01_003E,Estimate!!Total!!Population 1 year and over!!Movers within same region,MOVERS BETWEEN REGIONS
S0102_C01_040E,Estimate!!Total!!RESPONSIBILITY FOR GRANDCHILDREN UNDER 18 YEARS!!Population 30 years and over!!Living with grandchild(ren)!!Responsible for grandchild(ren),POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S2602_C03_086E,"Estimate!!Adult correctional facilities!!OCCUPATION!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations",CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (3 TYPES)
S2603_C06_072E,"Estimate!!College/university housing!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Not a U.S. citizen!!Female",CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (5 TYPES)
S0702_C01_004E,Estimate!!Total!!Population 1 year and over!!Movers between regions by region of residence 1 year ago,MOVERS BETWEEN REGIONS
S2401_C04_013E,"Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations",OCCUPATION BY SEX FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
S2419_C04_009E,"Estimate!!Women's earnings as a percentage of men's earning!!Full-time, year-round civilian employed population 16 years and over with earnings!!Self-employed in own not incorporated business workers and unpaid family workers","CLASS OF WORKER BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER"
S1001_C03_022E,Estimate!!Grandchildren with no parent present!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder in occupied housing units,GRANDCHILDREN CHARACTERISTICS
S2702_C01_060E,Estimate!!Total!!Civilian noninstitutionalized workers 16 years and over!!CLASS OF WORKER!!Local government workers,SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES
S2601APR_C03_009E,Estimate!!Institutionalized group quarters population!!Total population!!SEX AND AGE!!45 to 54 years,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO
S2701_C05_057E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined,SELECTED CHARACTERISTICS OF HEALTH INSURANCE COVERAGE IN THE UNITED STATES
S1811_C01_038E,Estimate!!Total Civilian Noninstitutionalized Population!!COMMUTING TO WORK!!Workers Age 16 and Over!!Worked from home,SELECTED ECONOMIC CHARACTERISTICS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION BY DISABILITY STATUS
S2201_C05_011E,Estimate!!Households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:,FOOD STAMPS/SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM (SNAP)
S2602_C03_087E,Estimate!!Adult correctional facilities!!OCCUPATION!!Civilian employed population 16 years and over!!Service occupations,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (3 TYPES)
S0601PR_C01_010E,Estimate!!Total!!Total population!!AGE!!Median age (years),SELECTED CHARACTERISTICS OF THE TOTAL AND NATIVE POPULATIONS IN PUERTO RICO
S0702_C01_009E,Estimate!!Total!!Population 1 year and over!!Movers from abroad,MOVERS BETWEEN REGIONS
S2401_C04_014E,"Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Arts, design, entertainment, sports, and media occupations",OCCUPATION BY SEX FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
S2702_C01_065E,"Estimate!!Total!!Civilian noninstitutionalized workers 16 years and over!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining",SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES
S2701_C05_054E,"Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!HOUSEHOLD INCOME (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Total household population!!$50,000 to $74,999",SELECTED CHARACTERISTICS OF HEALTH INSURANCE COVERAGE IN THE UNITED STATES
S1001_C03_023E,Estimate!!Grandchildren with no parent present!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder in occupied housing units!!HOUSING TENURE!!In owner-occupied housing units,GRANDCHILDREN CHARACTERISTICS
S1501_C03_060E,Estimate!!Male!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate,EDUCATIONAL ATTAINMENT
S0504_C04_008E,Estimate!!Foreign born; Born in Oceania!!Foreign-born population!!CITIZENSHIP AND PERIOD OF ENTRY!!Not a citizen!!Entered 2000 to 2009,"SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  AFRICA, NORTHERN AMERICA, AND OCEANIA"
S1201_C02_028E,Estimate!!Now married (except separated)!!LABOR FORCE PARTICIPATION!!Males 16 years and over!!In labor force,MARITAL STATUS
S0502_C02_137E,Estimate!!Foreign born; Entered 2010 or later!!Occupied housing units!!VEHICLES AVAILABLE!!None,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES
S2201_C05_018E,"Estimate!!Households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:!!Male householder, no spouse present",FOOD STAMPS/SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM (SNAP)
S1811_C01_039E,Estimate!!Total Civilian Noninstitutionalized Population!!EDUCATIONAL ATTAINMENT!!Population Age 25 and Over,SELECTED ECONOMIC CHARACTERISTICS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION BY DISABILITY STATUS
S0103PR_C01_054E,"Estimate!!Total!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population",POPULATION 65 YEARS AND OVER IN PUERTO RICO
S0102_C01_042E,Estimate!!Total!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veteran,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S2602_C03_088E,Estimate!!Adult correctional facilities!!OCCUPATION!!Civilian employed population 16 years and over!!Sales and office occupations,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (3 TYPES)
S2603_C06_079E,Estimate!!College/university housing!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea!!Latin America,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (5 TYPES)
S2401_C04_015E,"Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:",OCCUPATION BY SEX FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
S2702_C01_066E,Estimate!!Total!!Civilian noninstitutionalized workers 16 years and over!!INDUSTRY!!Construction,SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES
S2701_C05_055E,"Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!HOUSEHOLD INCOME (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Total household population!!$75,000 to $99,999",SELECTED CHARACTERISTICS OF HEALTH INSURANCE COVERAGE IN THE UNITED STATES
S1001_C03_024E,Estimate!!Grandchildren with no parent present!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder in occupied housing units!!HOUSING TENURE!!In renter-occupied housing units,GRANDCHILDREN CHARACTERISTICS
S1501_C03_061E,Estimate!!Male!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency),EDUCATIONAL ATTAINMENT
S2201_C05_017E,Estimate!!Households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:,FOOD STAMPS/SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM (SNAP)
S0502_C02_138E,Estimate!!Foreign born; Entered 2010 or later!!Occupied housing units!!VEHICLES AVAILABLE!!1 or more,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES
S1201_C02_029E,Estimate!!Now married (except separated)!!LABOR FORCE PARTICIPATION!!Females 16 years and over,MARITAL STATUS
S0103PR_C01_055E,"Estimate!!Total!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Native",POPULATION 65 YEARS AND OVER IN PUERTO RICO
S2602_C03_089E,"Estimate!!Adult correctional facilities!!OCCUPATION!!Civilian employed population 16 years and over!!Natural resources, construction, extraction, and maintenance occupations",CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (3 TYPES)
S0102_C01_041E,Estimate!!Total!!VETERAN STATUS!!Civilian population 18 years and over,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S2603_C06_078E,Estimate!!College/university housing!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea!!Asia,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (5 TYPES)
S0504_C04_009E,Estimate!!Foreign born; Born in Oceania!!Foreign-born population!!CITIZENSHIP AND PERIOD OF ENTRY!!Not a citizen!!Entered before 2000,"SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  AFRICA, NORTHERN AMERICA, AND OCEANIA"
S2401_C04_016E,"Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health diagnosing and treating practitioners and other technical occupations",OCCUPATION BY SEX FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
S2603_C06_077E,Estimate!!College/university housing!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea!!Europe,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (5 TYPES)
S1001_C03_025E,Estimate!!Grandchildren with no parent present!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder in occupied housing units!!UNITS IN STRUCTURE!!In 1-unit structures,GRANDCHILDREN CHARACTERISTICS
S0601PR_C01_012E,Estimate!!Total!!Total population!!SEX!!Female,SELECTED CHARACTERISTICS OF THE TOTAL AND NATIVE POPULATIONS IN PUERTO RICO
S0702_C01_007E,Estimate!!Total!!Population 1 year and over!!Movers between regions by region of residence 1 year ago!!South,MOVERS BETWEEN REGIONS
S2702_C01_063E,Estimate!!Total!!Civilian noninstitutionalized workers 16 years and over!!CLASS OF WORKER!!Self-employed workers in own not incorporated business workers,SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES
S2701_C05_052E,"Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!HOUSEHOLD INCOME (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Total household population!!Under $25,000",SELECTED CHARACTERISTICS OF HEALTH INSURANCE COVERAGE IN THE UNITED STATES
S0502_C02_139E,Estimate!!Foreign born; Entered 2010 or later!!Occupied housing units!!SELECTED CHARACTERISTICS!!No telephone service available,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES
S2201_C05_016E,Estimate!!Households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Married-couple family,FOOD STAMPS/SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM (SNAP)
S1501_C03_062E,Estimate!!Male!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree,EDUCATIONAL ATTAINMENT
S1201_C02_026E,"Estimate!!Now married (except separated)!!Population 15 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino",MARITAL STATUS
S0102_C01_044E,Estimate!!Total!!DISABILITY STATUS!!Civilian noninstitutionalized population!!With any disability,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0103PR_C01_052E,Estimate!!Total!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in Puerto Rico or the United States!!In the United States,POPULATION 65 YEARS AND OVER IN PUERTO RICO
